StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q21,Q25,Q27,Q29,Q31,Q33,Q35,Q37,Q39,Q41,Q43,covid_screen_1,covid_screen_2,covid_screen_3,covid_screen_4,covid_screen_5,covid_screen_6,covid_screen_7,covid_screen_8,covid_screen_9,covid_screen_10,covid_screen_11,covid_screen_12,covid_screen_13,covid_screen_14,covid_screen_15,covid_screen_16,eat,alcohol,meds,gender,age,Q15,Q16,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14
10/20/2021 14:05,10/20/2021 14:29,IP Address,139.184.128.132,100,1451,TRUE,10/20/2021 14:29,R_3lzePWBNjuVndtt,,,,,50.86120605,-0.119400024,anonymous,EN,5089,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,5.3,2.3,1-2 times per week,2-3 times per month,1 time per month or less,1-2 times per week,Yes,worse than regular beer,,1 time per month or less,NEVER,"It was all that was available, was given to me",I don't remember specifics but I remember it tasted very similar to regular beer and would be a good alternative if i wanted the taste of beer but not to consume alcohol. was still refreshing,"Didn't have the same effect beer does, because no alcohol"
10/20/2021 14:26,10/20/2021 14:50,IP Address,139.184.165.208,100,1409,TRUE,10/20/2021 14:50,R_3IaG8e6sWQmZdPZ,,,,,50.83450317,-0.186004639,anonymous,EN,4091,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,6,0.5,2-3 times per month,1 time per month or less,1 time per month or less,2-3 times per month,No,,worse than a regular beer,,,if I wanted to still drink with my friends without actually consuming alcohol,,
10/21/2021 13:31,10/21/2021 14:09,IP Address,139.184.165.14,100,2269,TRUE,10/21/2021 14:09,R_2YYzxbPTr7bGaww,,,,,50.83450317,-0.186004639,anonymous,EN,4092,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,21,4,2.3,1-2 times per week,1 time per month or less,NEVER,2-3 times per month,Yes,about the same,,1 time per month or less,NEVER,If I'm driving or just don't wish to be consuming alcohol in a social setting.,It tasted pretty similar to alcoholic beers and didn't leave me with any physical symptoms that alcohol can give e.g. a headache. ,"Nothing particularly to dislike taste wise, however it still causes some bloating etc which isn't enjoyable."
10/22/2021 13:43,10/22/2021 14:10,IP Address,139.184.165.14,100,1619,TRUE,10/22/2021 14:10,R_1IH4A5dcrLfDQrf,,,,,50.83450317,-0.186004639,anonymous,EN,5093,Yes,No,No,Yes,No,No,No,No,3-Jan,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,8,2,1-2 times per week,2-3 times per month,2-3 times per month,2-3 times per month,No,,about the same,,,if i had to drive somewhere but still fancied going out,,
10/22/2021 14:44,10/22/2021 14:52,IP Address,139.184.128.132,100,440,TRUE,10/22/2021 14:52,R_2OOo2DQEr89nMms,,,,,50.86120605,-0.119400024,anonymous,EN,3094,Yes,No,No,Yes,No,No,No,No,0-2,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,6,2,2-3 times per month,1 time per month or less,1 time per month or less,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,It was readily available at that point in time.,"It was non-alcoholic, thus I'm assuming it was better for my health.",It didn't have the same effects
10/25/2021 13:58,10/25/2021 14:03,IP Address,139.184.165.14,100,272,TRUE,10/25/2021 14:03,R_1djjrHpWFQyuNh6,,,,,50.83450317,-0.186004639,anonymous,EN,4095,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,15,2.3,2-3 times per month,1 time per month or less,2-3 times per month,1-2 times per week,No,,I don't have any expectations,,, I would drink alcoholic beer to enjoy having the same taste but without the effect of the alcohol on my body.,,
10/25/2021 14:01,10/25/2021 14:13,IP Address,139.184.165.208,100,688,TRUE,10/25/2021 14:13,R_1NCg0c4UL2YjIsI,,,,,50.83450317,-0.186004639,anonymous,EN,6097,Yes,No,No,Yes,No,No,No,No,5,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,15,3,5-6 times per week,1-2 times per week,3-4 times per week,1-2 times per week,Yes,about the same,,1 time per month or less,NEVER,My father buys it so sometimes I have one from the fridge at home.,Less calories. ,Felt less refreshing
10/25/2021 14:03,10/25/2021 14:16,IP Address,139.184.164.24,100,795,TRUE,10/25/2021 14:16,R_25sW0B3k8qIJutp,,,,,50.83450317,-0.186004639,anonymous,EN,5093,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,15,3,1-2 times per week,1 time per month or less,1-2 times per week,1-2 times per week,Yes,worse than regular beer,,NEVER,NEVER,because it is a healthier option,still tastes nice,not as strong and does not have any effect on your mood/behaviour
10/26/2021 12:39,10/26/2021 14:03,IP Address,139.184.165.14,100,5007,TRUE,10/26/2021 14:03,R_2fmaqwS5gHo7Y0B,,,,,50.83450317,-0.186004639,anonymous,EN,1096,Yes,No,No,Yes,No,No,No,No,1,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,non-binary,18,15,6.9,3-4 times per week,2-3 times per month,3-4 times per week,1-2 times per week,Yes,about the same,,1 time per month or less,NEVER,I just wanted to know what it would taste like and if there was any difference.,It's nice to have a beer for the taste rather than to get drunk. I could enjoy and appreciate the taste more.,It didn't make me drunk so it kind of took away the point of drinking (drinking to get drunk)
10/26/2021 12:38,10/26/2021 15:00,IP Address,139.184.128.132,100,8510,TRUE,10/26/2021 15:00,R_1JDbjqW6o5uq8RM,,,,,50.86120605,-0.119400024,anonymous,EN,2099,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,3.3,2.3,2-3 times per month,2-3 times per month,1-2 times per week,2-3 times per month,No,,worse than a regular beer,,,If there were any health benefits or if I could avoid getting a beer belly from it. ,,
10/27/2021 12:55,10/27/2021 14:05,IP Address,139.184.165.14,100,4179,TRUE,10/27/2021 14:05,R_3MuLezZ7OYNnMp0,,,,,50.83450317,-0.186004639,anonymous,EN,3100,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,25,2.3,1,2-3 times per month,2-3 times per month,1 time per month or less,2-3 times per month,No,,about the same,,,"I have never seen a reason for me to drink non-alcoholic beer, and when I have had to stay sober to drive home I've always been drinking soft drinks or water instead ",,
10/27/2021 12:55,10/27/2021 14:20,IP Address,139.184.128.132,100,5121,TRUE,10/27/2021 14:20,R_2wM27XvELeAYo3Z,,,,,50.86120605,-0.119400024,anonymous,EN,5101,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,6,2.3,1 time per month or less,1 time per month or less,1 time per month or less,2-3 times per month,I don't remember,,worse than a regular beer,,,"For those who like the taste of beer but don't want to feel the effects of the alcohol
",,
10/27/2021 14:00,10/27/2021 14:29,IP Address,139.184.165.19,100,1775,TRUE,10/27/2021 14:29,R_3JmXEFvEkH627GI,,,,,50.83450317,-0.186004639,anonymous,EN,2102,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,21,10,5,3-4 times per week,1-2 times per week,2-3 times per month,1-2 times per week,No,,worse than a regular beer,,,if you dont want the effects of alcohol but still want the social aspect,,
10/26/2021 13:36,10/27/2021 14:41,IP Address,139.184.164.24,100,90319,TRUE,10/27/2021 14:41,R_2tutGx9etNTvkxj,,,,,50.83450317,-0.186004639,anonymous,EN,2103,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,No,No,male,18,30.5,11.5,5-6 times per week,1-2 times per week,1 time per month or less,1-2 times per week,No,,about the same,,,"Health benefits.
Reduce potential fatigue.",,
10/27/2021 0:12,10/27/2021 14:44,IP Address,139.184.165.208,100,52338,TRUE,10/27/2021 14:44,R_3dEtnxAdxXsCMsK,,,,,50.83450317,-0.186004639,anonymous,EN,1104,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,18,20,5,1-2 times per week,2-3 times per month,NEVER,1-2 times per week,Yes,about the same,,NEVER,NEVER,"I have drank it once when I thought that it was alcoholic, but only found out afterwards that it was non-alcoholic","I felt indifferent towards it, as it didnt taste much different to real beer, except it had no alcohol ",It had no alcohol in it so i knew that it would have no effect on me 
10/28/2021 13:16,10/28/2021 14:06,IP Address,139.184.128.132,100,2966,TRUE,10/28/2021 14:06,R_1EafCcCqaOq7UDE,,,,,50.86120605,-0.119400024,anonymous,EN,2106,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,6,3,3-4 times per week,2-3 times per month,1 time per month or less,1-2 times per week,No,,worse than a regular beer,,,If i was on medication that restricted me from drinking alcohol,,
10/28/2021 13:55,10/28/2021 14:14,IP Address,139.184.165.14,100,1133,TRUE,10/28/2021 14:14,R_1NEstn3lvmtAljl,,,,,50.83450317,-0.186004639,anonymous,EN,3107,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,18,8.9,6.9,1-2 times per week,2-3 times per month,2-3 times per month,2-3 times per month,No,,about the same,,,to see what it tastes like and how it compares to normal beer,,
10/29/2021 14:25,10/29/2021 14:43,IP Address,139.184.165.14,100,1030,TRUE,10/29/2021 14:43,R_ZdTuxLaWFJt2KXf,,,,,50.83450317,-0.186004639,anonymous,EN,4105,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,23,10,5,5-6 times per week,1-2 times per week,2-3 times per month,2-3 times per month,Yes,about the same,,1 time per month or less,NEVER,"interested in how it tased, I would drink it if I was not drinking alchohol at a social event",I like the taste because i like beer,no alchohol 
11/1/2021 13:34,11/1/2021 14:34,IP Address,139.184.165.14,100,3598,TRUE,11/1/2021 14:34,R_efilSf781DMMvS1,,,,,50.83450317,-0.186004639,anonymous,EN,6108,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,5.3,2.3,3-4 times per week,1-2 times per week,2-3 times per month,2-3 times per month,No,,worse than a regular beer,,,if you enjoy the taste of beer but need to ensure you have no alcohol in your system ,,
11/1/2021 13:35,11/1/2021 14:38,IP Address,139.184.128.132,100,3776,TRUE,11/1/2021 14:38,R_22yLEQ5d79jJw90,,,,,50.86120605,-0.119400024,anonymous,EN,1109,Yes,No,No,Yes,No,No,No,No,under 5,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,6,2,3-4 times per week,1-2 times per week,2-3 times per month,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,"I drank a non alcoholic beer when I went to parties in school, as we were still underage.",It has a similar taste.,It doesn't have the same affect as alcoholic beer.
11/2/2021 13:49,11/2/2021 14:03,IP Address,139.184.165.14,100,836,TRUE,11/2/2021 14:03,R_2XoKkHVfWpswMyY,,,,,50.83450317,-0.186004639,anonymous,EN,6110,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,26,25,10,3-4 times per week,3-4 times per week,1-2 times per week,1-2 times per week,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,If I am with friends who choose not to drink alcoholic beer. ,The fact that you are able to have a 'drink' but not feel the effects of alcoholic.,"Depending on the brand, sometimes the taste is not as nice. "
11/2/2021 13:51,11/2/2021 14:05,IP Address,139.184.128.132,100,890,TRUE,11/2/2021 14:05,R_23UGjv3JVMhv63u,,,,,50.86120605,-0.119400024,anonymous,EN,3111,Yes,No,No,Yes,No,No,No,No,3,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,non-binary,19,10,0,1 time per month or less,1 time per month or less,1 time per month or less,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,"Because I was curious about the taste of it, and how different it is from the regular beer.",I don't think I like it.,Taste like soda water with slight flavouring
11/2/2021 14:26,11/2/2021 14:37,IP Address,139.184.164.24,100,642,TRUE,11/2/2021 14:37,R_10UdzMjTtO8CH0i,,,,,50.83450317,-0.186004639,anonymous,EN,1112,Yes,No,No,Yes,No,No,No,No,3,Yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,No,No,female,19,6,1,1-2 times per week,2-3 times per month,2-3 times per month,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,Just to sample the flavour - only if someone else had had it already (I have never purchased one myself),I don't recall,"The fact it does not contain alcohol, I do not enjoy the flavour of beer enough to consume it without the intoxicating effects"
10/28/2021 14:10,11/2/2021 14:53,IP Address,139.184.165.19,100,438195,TRUE,11/2/2021 14:53,R_2Btl7HhBHwMv3SK,,,,,50.83450317,-0.186004639,anonymous,EN,5113,Yes,No,No,Yes,No,No,No,No,3,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,21,10,5,5-6 times per week,1-2 times per week,2-3 times per month,2-3 times per month,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,Out of curiosity to try it in comparison to alcoholic beer,"I have only tried it a few times or by accident, but it does taste similar to normal beer",It tastes different to what I am used to 
11/3/2021 13:46,11/3/2021 14:03,IP Address,139.184.165.14,100,994,TRUE,11/3/2021 14:03,R_3FVukQPjtnLlIgo,,,,,50.83450317,-0.186004639,anonymous,EN,4114,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,1,0.5,1 time per month or less,1 time per month or less,2-3 times per month,2-3 times per month,No,,about the same,,,"I would drink a non-alcoholic beer if I enjoyed the taste of that particular beer, or if friends were drinking, and I didn't feel like alcohol ",,
11/3/2021 13:47,11/3/2021 14:08,IP Address,139.184.128.132,100,1240,TRUE,11/3/2021 14:08,R_p5FwFWZLgApkQnv,,,,,50.86120605,-0.119400024,anonymous,EN,1115,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,4,2.3,2-3 times per month,1-2 times per week,1-2 times per week,1-2 times per week,Yes,about the same,,1-2 times per week,1 time per month or less,I have drunk it during family occasions as my parents like it.,The range of flavours.,Did not have any problems with it.
10/28/2021 14:10,11/3/2021 14:39,IP Address,139.184.165.208,100,523760,TRUE,11/3/2021 14:39,R_WwFq54LEmXsSwA9,,,,,50.83450317,-0.186004639,anonymous,EN,2117,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,2.3,2.3,2-3 times per month,2-3 times per month,1 time per month or less,2-3 times per month,No,,worse than a regular beer,,,To see whether the taste is different compared to regular beer,,
11/3/2021 14:20,11/3/2021 14:41,IP Address,139.184.164.24,100,1246,TRUE,11/3/2021 14:41,R_1NaDZVkVLM0Owre,,,,,50.83450317,-0.186004639,anonymous,EN,1116,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,,2.6,0,2-3 times per month,2-3 times per month,1 time per month or less,1 time per month or less,Yes,about the same,,NEVER,NEVER,"no specific reason,  just to try it",nothing in particular,the taste wasn't that good
11/4/2021 12:48,11/4/2021 14:08,IP Address,139.184.165.14,100,4822,TRUE,11/4/2021 14:08,R_3R46XHjW1gYOfq9,,,,,50.83450317,-0.186004639,anonymous,EN,5118,Yes,No,No,Yes,No,No,No,No,2,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,9.2,9.2,2-3 times per month,3-4 times per week,1 time per month or less,2-3 times per month,No,,worse than a regular beer,,,I would drink non-alcoholic beer if I didn't want to feel the effects of alcohol but still wanted to taste the beer or if I was in a social situation where everyone was drinking beer but I didn't want to consume any alcohol so I would have a non-alcoholic beer instead.,,
11/4/2021 12:52,11/4/2021 14:12,IP Address,139.184.128.132,100,4781,TRUE,11/4/2021 14:12,R_2c87FMd4AZue6eg,,,,,50.86120605,-0.119400024,anonymous,EN,5119,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,20,25,4,3-4 times per week,2-3 times per month,2-3 times per month,3-4 times per week,No,,worse than a regular beer,,,if you needed to stay sober to drive ,,
11/4/2021 12:54,11/4/2021 14:15,IP Address,139.184.164.24,100,4832,TRUE,11/4/2021 14:15,R_3k6OWoKl1rRZtJG,,,,,50.83450317,-0.186004639,anonymous,EN,6120,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,12,5,3-4 times per week,3-4 times per week,1-2 times per week,1-2 times per week,I don't remember,,I don't have any expectations,,,if i liked the taste of it i could drink it without getting drunk,,
11/4/2021 12:54,11/4/2021 14:33,IP Address,139.184.165.208,100,5926,TRUE,11/4/2021 14:33,R_2us5FXCOHvjaQVf,,,,,50.83450317,-0.186004639,anonymous,EN,4121,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,7,2.3,1 time per month or less,2-3 times per month,2-3 times per month,3-4 times per week,No,,about the same,,,if i didn't want to get drunk,,
11/4/2021 12:54,11/4/2021 14:34,IP Address,139.184.165.19,100,5999,TRUE,11/4/2021 14:34,R_1CIOKBWLt0aLiyp,,,,,50.83450317,-0.186004639,anonymous,EN,2123,Yes,No,No,Yes,No,No,No,No,5-Apr,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,21,5,2,1-2 times per week,1-2 times per week,1-2 times per week,1-2 times per week,No,,about the same,,,if i wanted to feel like i was having a drink but couldn't perhaps one day when i am pregnant or maybe for medical reasons in the future ,,
11/5/2021 13:50,11/5/2021 14:00,IP Address,139.184.165.14,100,592,TRUE,11/5/2021 14:00,R_Z2kf5O6NSci6H9D,,,,,50.83450317,-0.186004639,anonymous,EN,1122,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,12.6,4.6,1 time per day,3-4 times per week,3-4 times per week,3-4 times per week,Yes,worse than regular beer,,NEVER,NEVER,I have drank it just to compare the taste to alcoholic beer ,its a good option for those not looking to consume alcohol ,seems a bit pointless 
11/5/2021 13:57,11/5/2021 14:26,IP Address,139.184.128.132,100,1725,TRUE,11/5/2021 14:26,R_8CgbtiRnNDZPzs5,,,,,50.86120605,-0.119400024,anonymous,EN,4124,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,8,1,2-3 times per month,1 time per month or less,2-3 times per month,5-6 times per week,No,,worse than a regular beer,,,"if there was nothing else, i might try a non alcoholic beer, but it wouldnt be my first choice",,
11/5/2021 14:07,11/5/2021 14:28,IP Address,139.184.165.19,100,1255,TRUE,11/5/2021 14:28,R_ZCDOJh8bu9ZzxGF,,,,,50.83450317,-0.186004639,anonymous,EN,6126,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,19,2.3,2.3,1 time per month or less,2-3 times per month,NEVER,NEVER,Yes,about the same,,1 time per month or less,2-3 times per month,"Not really any point. But I guess if you like the taste but not the feeling of being intoxicated, or if you want to fit in with peers. ",The taste was ok. ,Nothing really. 
11/5/2021 13:59,11/5/2021 14:30,IP Address,139.184.165.208,100,1852,TRUE,11/5/2021 14:30,R_3k802yltm7MJNGU,,,,,50.83450317,-0.186004639,anonymous,EN,4125,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,4.3,2.3,2-3 times per month,2-3 times per month,1 time per month or less,1-2 times per week,No,,about the same,,,i havent and i wouldnt ,,
11/5/2021 14:37,11/5/2021 14:42,IP Address,139.184.128.147,100,350,TRUE,11/5/2021 14:42,R_3PauMFNR0x5sT8Q,,,,,50.86120605,-0.119400024,anonymous,EN,6128,Yes,No,No,Yes,No,No,No,No,none,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,6,3,1-2 times per week,2-3 times per month,1-2 times per week,2-3 times per month,I don't remember,,about the same,,,To see what it tastes like.,,
11/8/2021 13:35,11/8/2021 14:15,IP Address,139.184.128.132,100,2376,TRUE,11/8/2021 14:15,R_10ZOgDsTLs5DpPO,,,,,50.86120605,-0.119400024,anonymous,EN,4129,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,27,4.6,3,2-3 times per month,2-3 times per month,1 time per month or less,1 time per month or less,I don't remember,,I don't have any expectations,,,I probably haven't and wouldn't.,,
11/8/2021 13:17,11/8/2021 14:16,IP Address,139.184.165.14,100,3542,TRUE,11/8/2021 14:16,R_s6w4KFPg3C87FHr,,,,,50.83450317,-0.186004639,anonymous,EN,4127,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,57,12,2,2-3 times per month,2-3 times per month,1-2 times per week,NEVER,Yes,worse than regular beer,,NEVER,NEVER,Just to try the taste,No alcohol content,Taste
11/8/2021 13:26,11/8/2021 14:26,IP Address,139.184.165.208,100,3631,TRUE,11/8/2021 14:26,R_12RSjEyoei7Atlh,,,,,50.83450317,-0.186004639,anonymous,EN,5130,Yes,No,No,Yes,No,No,No,No,4,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,22,5,2.3,1-2 times per week,2-3 times per month,NEVER,2-3 times per month,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,Designated driver or prior arrangements ,Gives you the feeling you are joining in with peers even if not drinking,doesn't quite taste the same 
11/8/2021 13:32,11/8/2021 14:32,IP Address,139.184.128.147,100,3607,TRUE,11/8/2021 14:32,R_3ktB1WL69vsxXAZ,,,,,50.86120605,-0.119400024,anonymous,EN,3131,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,No,No,female,19,23,5,1-2 times per week,1-2 times per week,1 time per month or less,3-4 times per week,I don't remember,,worse than a regular beer,,,if i dont want to get drunk but want to drink socially with friends,,
11/8/2021 13:26,11/8/2021 14:33,IP Address,139.184.165.19,100,4006,TRUE,11/8/2021 14:33,R_337jt0q9kH0QVZW,,,,,50.83450317,-0.186004639,anonymous,EN,4132,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,6,2.3,1-2 times per week,1 time per month or less,1-2 times per week,1-2 times per week,Yes,I don't remember,,NEVER,NEVER,i wanted to see if it tasted the same,i didnt like it,bitter
11/9/2021 10:49,11/9/2021 14:06,IP Address,139.184.165.14,100,11866,TRUE,11/9/2021 14:06,R_3magaJbAwYjtEe0,,,,,50.83450317,-0.186004639,anonymous,EN,4133,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,7,3,2-3 times per month,1 time per month or less,2-3 times per month,1-2 times per week,Yes,I don't remember,,1 time per month or less,1 time per month or less,If I don't feel like drinking but still want to fit in with my friends who are drinking.,No hangover after consuming it.,Some have a slightly watery taste. 
11/9/2021 14:22,11/9/2021 14:29,IP Address,139.184.128.132,100,442,TRUE,11/9/2021 14:29,R_1ml5DPBd0aCsZKt,,,,,50.86120605,-0.119400024,anonymous,EN,1134,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,5.3,2.3,1-2 times per week,2-3 times per month,2-3 times per month,2-3 times per month,No,,about the same,,,If I were on Anti-biotics,,
11/10/2021 14:01,11/10/2021 14:17,IP Address,139.184.165.14,100,960,TRUE,11/10/2021 14:17,R_1QoJQll3ZTlpiuX,,,,,50.83450317,-0.186004639,anonymous,EN,5135,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,5,2.3,1-2 times per week,2-3 times per month,1-2 times per week,1-2 times per week,I don't remember,,I don't have any expectations,,,To experience the taste of beer without the effects of alcohol.,,
11/10/2021 14:17,11/10/2021 14:37,IP Address,139.184.165.208,100,1170,TRUE,11/10/2021 14:37,R_2frF3spe5jtwGyD,,,,,50.83450317,-0.186004639,anonymous,EN,6137,Yes,No,No,Yes,No,No,No,No,5,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,18,50,25,4-5 times per day,1-2 times per week,2-3 times per month,1-2 times per week,Yes,worse than regular beer,,NEVER,1 time per month or less,Try the taste and to compare it to normal beer,"Nothing, I would only drink it to taste",No alcohol content makes the  taste off 
11/10/2021 14:01,11/10/2021 14:37,IP Address,139.184.128.132,100,2144,TRUE,11/10/2021 14:37,R_2DUJU8tIqLfozsj,,,,,50.86120605,-0.119400024,anonymous,EN,3136,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,No,No,female,18,5,2.3,1-2 times per week,2-3 times per month,1-2 times per week,2-3 times per month,Yes,about the same,,1 time per month or less,NEVER,to try the difference between the alcoholic and non alcoholic beer ,it tasted similar to alcoholic beer  ,can't remember
11/10/2021 14:37,11/10/2021 14:44,IP Address,139.184.165.19,100,406,TRUE,11/10/2021 14:44,R_2vhLUGye8Jsj5fX,,,,,50.83450317,-0.186004639,anonymous,EN,6138,Yes,No,No,Yes,No,No,No,No,5,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,,25,15,5-6 times per week,1-2 times per week,2-3 times per month,1-2 times per week,No,,about the same,,,no reason ,,
11/11/2021 13:41,11/11/2021 14:25,IP Address,139.184.165.14,100,2648,TRUE,11/11/2021 14:25,R_2qrvYhVZYhYcHwZ,,,,,50.83450317,-0.186004639,anonymous,EN,2139,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,male,18,12,2,1-2 times per week,1-2 times per week,1 time per month or less,1-2 times per week,Yes,worse than regular beer,,1 time per month or less,1 time per month or less,Mum doesn't like family drinking alcohol so she buys non-alcoholic beer instead. ,Nothing really except its a drink that's slow to consume which can be nice.,The taste and smell
11/11/2021 13:41,11/11/2021 14:46,IP Address,139.184.128.132,100,3865,TRUE,11/11/2021 14:46,R_xyzAOlauKHEqxcR,,,,,50.86120605,-0.119400024,anonymous,EN,3140,Yes,No,No,Yes,No,No,No,No,0,Yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,No,No,female,19,8.6,4.6,5-6 times per week,1-2 times per week,2-3 times per month,1-2 times per week,I don't remember,,worse than a regular beer,,,if i was pregnant and fancied a drink in a social setting ,,
